internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks
2025WSHP6017,9/28/2025 9:52,Marketing,Feeding Trends,Pune,Immediately,"₹ 3,000 - 7,000 lump sum",3 Weeks,25 Oct' 25,Nothing,Not Specified,English Proficiency (Spoken),"Certificate, Letter Of Recommendation"
2025WSHP6018,9/21/2025 14:52,Digital Marketing,Cannibals Media Pvt. Ltd.,Work from home,Immediately,"₹ 4,000 /month",1 Month,20 Oct' 25,Nothing,Not Specified,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6019,9/27/2025 22:57,CS Articleship,Disha Chokhani,Mumbai,Immediately,"₹ 5,000 - 12,000 /month",24 Months,8 Oct' 25,Nothing,Not Specified,"MS-Office, Problem Solving, Statutory compliances",Not Available
2025WSHP6020,9/27/2025 22:48,Chartered Accountancy (CA),R R Gandhi And CO,Mumbai,Immediately,"₹ 7,000 - 10,000 /month",36 Months,17 Oct' 25,Nothing,Not Specified,"Accounting, MS-Excel, MS-Office, MS-Word, Tally","Certificate, Letter Of Recommendation"
2025WSHP6021,9/27/2025 20:16,Anchoring,Estizon,Bangalore,Immediately,"₹ 10,000 - 15,000 /month",3 Months,19 Oct' 25,Nothing,Not Specified,"Anchoring, Effective Communication, English Proficiency (Spoken), Presentation skills","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6022,9/27/2025 22:58,Content and Social Media Marketing,DR. PATWARDHAN'S WELLNESS,Thane,Immediately,"₹ 10,000 - 12,000 /month",6 Months,8 Oct' 25,Nothing,1. Candidates pursuing digital marketing,"Creative Writing, Digital Marketing, Effective Communication, Facebook Marketing, Filmora, Graphic Design, Instagram Marketing, Photography","Certificate, Flexible"
2025WSHP6023,9/27/2025 22:40,Operations,Fazlani Exports Private Limited,Navi Mumbai,Immediately,"₹ 5,000 /month",3 Months,19 Oct' 25,Nothing,4. are from Navi Mumbai only,"Process Management, Production Engineering, Production Planning, Time Series Analysis","Certificate, Letter Of Recommendation"
2025WSHP6024,9/21/2025 16:10,Backend Development,Vidyanet Innovations Private Limited,Work from home,Immediately,"₹ 5,000 /month",3 Months,Not Available,Nothing,Not Specified,"Django, FastAPI, Flask, MongoDB, MySQL, PostgreSQL, Python, REST API","Certificate, Flexible, Letter Of Recommendation, Mentorship"
2025WSHP6025,9/21/2025 15:37,Product Tester For Website And App,BoardCerts,Work from home,Immediately,"₹ 1,250 /month",4 Weeks,8 Oct' 25,Nothing,Not Specified,"Quality Assurance/Quality Control (QA/QC), Software Development Life Cycle (SDLC)","Certificate, Flexible"
2025WSHP6026,9/27/2025 20:40,Event Management,BLR Events Hub,Bangalore,Immediately,"₹ 2,000 - 3,000 /month",3 Months,3 Oct' 25,Nothing,Not Specified,"Canva, English Proficiency (Spoken), MS-Excel, MS-Office, MS-PowerPoint","Certificate, Letter Of Recommendation"
2025WSHP6027,9/21/2025 14:52,Marketing,Rydeu Logistics UG,Work from home,Immediately,"₹ 10,000 - 12,000 /month",6 Months,20 Oct' 25,Nothing,Not Specified,"Digital Marketing, Email Marketing, Product Marketing",Letter Of Recommendation
2025WSHP6028,9/27/2025 23:09,Content and Social Media Marketing,Richa Jain,Mumbai,Immediately,"₹ 3,500 - 5,500 /month",6 Months,Not Available,Nothing,"1. Education/Background: Preferably pursuing graduation/post-graduation in Business, Marketing, Food Technology, Event Management, or related fields.",Canva,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6029,9/27/2025 22:09,Quality Analyst,Techdome Solutions Private Limited,Indore,Immediately,"₹ 10,000 - 15,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Agile Methodology, Automation, Jira, Manual Testing, Performance Testing, TestNG, WebDriver","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6030,9/21/2025 15:57,Business Development (Sales),Notary App,Work from home,Immediately,"₹ 12,500 /month",6 Months,1 Oct' 25,Nothing,"5. Pursuing or completing a degree in marketing, business, or a related field is an advantage","Client Interaction, Client Relationship, Customer Acquisition, English Proficiency (Spoken), Interpersonal skills, Presentation skills, Sales, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6031,9/27/2025 22:40,Operations,ABEC Limited (Asian Business Exhibitions And Conferences),Mumbai,Immediately,"₹ 14,000 - 15,000 /month",3 Months,19 Oct' 25,Nothing,Not Specified,"Coordination, Effective Communication, Operations",Letter Of Recommendation
2025WSHP6032,9/21/2025 15:11,Recruitment,The Hiring Company,Work from home,Immediately,"₹ 1,000 - 5,000 /month",3 Months,16 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Recruitment",Certificate
2025WSHP6033,9/27/2025 20:26,Market Research,MadeByMaa Food Network Private Limited,Bangalore,Immediately,"₹ 2,000 - 3,000 /month",2 Months,17 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), Field Sales, Field Work, Research and Analytics, Sales","Certificate, Letter Of Recommendation"
2025WSHP6034,9/27/2025 20:12,Content Writing,ScoreLeap Test Prep Private Limited,Bangalore,Immediately,"₹ 15,000 - 20,000 /month",3 Months,27 Oct' 25,Nothing,"1. Review, rewrite in a specified template, and edit the resumes of the master's college applicants for study abroad.","Creative Writing, English Proficiency (Written)","Certificate, Letter Of Recommendation, Mentorship"
2025WSHP6035,9/27/2025 23:15,Inside Sales,EDU SHIKSHAVERTEX PRIVATE LIMITED,Chennai,Immediately,"₹ 25,000 - 32,000 /month",3 Months,20 Oct' 25,Nothing,Not Specified,Effective Communication,"Certificate, Letter Of Recommendation, Mentorship"
2025WSHP6036,9/27/2025 23:01,Human Resources (HR),Adwallz Outdoor Advertising Private Limited,Mumbai,Immediately,"₹ 8,000 - 10,000 /month",3 Months,5 Oct' 25,Nothing,"1. Pursuing or recently completed a degree in Human Resources, Business Administration, or a related field or has experience in the related field","English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office, MS-Word","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6037,9/27/2025 21:41,Content Development (Mathematics),High School Moms,Gurgaon,Immediately,"₹ 5,000 - 10,000 /month",6 Months,10 Oct' 25,Nothing,1. Strong command over mathematics concepts up to high school and undergraduate level.,"LaTeX, Mathematics, MS-Office, MS-Word",Certificate
2025WSHP6038,9/27/2025 21:45,Human Resources (HR),TRPW Strategic Partners,Gurgaon,Immediately,"₹ 10,000 - 12,000 /month",6 Months,8 Oct' 25,Nothing,Not Specified,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word",Certificate
2025WSHP6039,9/21/2025 15:17,Content Writing,IREED Academy India Private Limited,Work from home,Immediately,"₹ 4,000 - 5,000 /month",3 Months,15 Oct' 25,Nothing,Not Specified,"Blogging, Content Writing, Creative Writing, English Proficiency (Written)","Certificate, Letter Of Recommendation"
2025WSHP6040,9/27/2025 21:40,Inside Sales,Axiom Exports,Chennai,Immediately,"₹ 6,000 - 9,000 /month",6 Months,10 Oct' 25,Nothing,Not Specified,"Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Lead Generation",Certificate
2025WSHP6041,9/21/2025 15:31,Human Resources (HR),SMILE Wellness Foundation,Work from home,Immediately,"₹ 1,000 /month",3 Months,9 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written), MS-Office","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6042,9/27/2025 20:13,Social Media Marketing,BabyMD,Bangalore,Immediately,"₹ 20,000 - 25,000 /month",3 Months,22 Oct' 25,Nothing,Not Specified,"Creative Writing, Digital Marketing, English Proficiency (Written), Search Engine Optimization (SEO), Social Media Marketing",Certificate
2025WSHP6043,9/27/2025 21:56,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP6044,9/21/2025 14:50,Management Trainee,NxtJob,Work from home,Immediately,"₹ 2,000 /month",2 Months,18 Oct' 25,Nothing,Not Specified,"Effective Communication, English Proficiency (Written), LinkedIn Marketing, Time Management","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6045,9/27/2025 22:15,Software Development Engineering (Web),Visys Cloud Technologies India Private Limited,Hyderabad,Immediately,"₹ 3,000 - 5,000 /month",6 Months,13 Oct' 25,Nothing,Not Specified,"Amazon Web Services (AWS), AngularJS, Artificial Intelligence Markup Language (AIML), Automation, Backend development, CSS, Data Science, DevOps","Certificate, Letter Of Recommendation"
2025WSHP6046,9/27/2025 22:03,Operations,Astrotalk,Noida,Immediately,"₹ 15,000 - 20,000 /month",3 Months,Not Available,Nothing,Not Specified,"Client Interaction, Community Management, English Proficiency (Spoken), Interpersonal skills",Certificate
2025WSHP6047,9/27/2025 22:15,Project Management,"Tisteps Private Limited (Chennai, India)",Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,5 Nov' 25,Nothing,Not Specified,"Document Management, Effective Communication, Organizational Development, Project Management, Scheduling","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6048,9/27/2025 22:39,Recruitment,Painite Inc,Mumbai,Immediately,"₹ 20,000 - 1,50,000 /month",4 Months,22 Oct' 25,Nothing,Not Specified,English Proficiency (Spoken),"Letter Of Recommendation, 5 Days A Week"
2025WSHP6049,9/27/2025 23:10,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP6050,9/27/2025 20:12,Sales and Marketing,Intrax Corp,Bangalore,Immediately,"₹ 6,000 - 1,10,000 /month",2 Months,24 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP6051,9/27/2025 22:54,Nothing,Nothing,Not Available,Not Available,Not Available,Not Available,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP6052,9/27/2025 23:20,Legal,Tisteps Private Limited,Chennai,Immediately,"₹ 5,000 - 10,000 /month",3 Months,8 Oct' 25,Nothing,1. Pursuing LLB / BA LLB / BBA LLB (3rd year onwards preferred).,"Legal Drafting, Legal Writing, Statutory compliances","Certificate, Letter Of Recommendation, Mentorship, 5 Days A Week"
2025WSHP6053,9/27/2025 21:19,Travel & Tourism,Thomas Cook,Gurgaon,Immediately,"₹ 5,000 /month",2 Months,18 Oct' 25,Nothing,Not Specified,English Proficiency (Spoken),Certificate
2025WSHP6054,9/27/2025 21:44,Interior Design,AGAMI ATELIER,Delhi,Immediately,"₹ 2,000 - 5,000 /month",6 Months,9 Oct' 25,Nothing,Not Specified,"AutoCAD, Autodesk 3ds Max, Google SketchUp","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6055,9/21/2025 15:53,Business Development (Sales),Pracho,Work from home,Immediately,"₹ 2,000 /month",2 Months,2 Oct' 25,Nothing,Not Specified,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6056,9/27/2025 21:57,Embedded Systems,Ubyte Consulting,Faridabad,Immediately,"₹ 8,000 - 10,000 /month",6 Months,2 Oct' 25,Nothing,Not Specified,"Circuit Design, Embedded Systems, Internet of Things (IoT), PCB Design, PCB Soldering",Not Available
2025WSHP6057,9/28/2025 10:09,Digital Marketing,SNAPRO,Kolkata,Immediately,"₹ 7,000 /month",4 Months,4 Oct' 25,Nothing,Not Specified,"Digital Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP6058,9/27/2025 23:15,Teaching,Tisteps Private Limited,Chennai,Immediately,"₹ 15,000 - 25,000 /month",6 Months,5 Nov' 25,Nothing,"3. Assess student progress through assignments, tests, and projects","Effective Communication, English Proficiency (Spoken), Online Teaching, Teaching, Time Management","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6059,9/28/2025 10:08,Marketing,Peerless Skill Academy,Kolkata,Immediately,"₹ 5,000 - 7,000 /month",4 Months,8 Oct' 25,Nothing,Not Specified,"Digital Marketing, Market research, Social Media Marketing","Certificate, 5 Days A Week"
2025WSHP6060,9/27/2025 22:01,Human Resources (HR),Friends Media,Delhi,Immediately,"₹ 5,000 - 7,000 /month",6 Months,Not Available,Nothing,Not Specified,"English Proficiency (Spoken), MS-Excel, Recruitment","Certificate, Letter Of Recommendation"
2025WSHP6061,9/27/2025 23:13,Digital Marketing,Aakash Fertility Centre & Hospital,Chennai,Immediately,"₹ 3,000 - 5,000 /month",3 Months,10 Oct' 25,Nothing,Not Specified,Search Engine Optimization (SEO),Certificate
2025WSHP6062,9/27/2025 21:58,Content and Social Media Marketing,Siyu,Delhi,Immediately,"₹ 6,000 - 10,000 /month",2 Months,2 Oct' 25,Nothing,Not Specified,"Canva, Google Sheets",Not Available
2025WSHP6063,9/27/2025 22:02,Graphic Design,Diamond Plus,Gurgaon,Immediately,"₹ 3,000 - 7,000 /month",3 Months,Not Available,Nothing,2. Graduate or 3/4year students,"Canva, Image Editing, Social Media Marketing","Letter Of Recommendation, 5 Days A Week"
2025WSHP6064,9/27/2025 22:14,Talent Acquisition,"Tisteps Private Limited (Chennai, India)",Chennai,Immediately,"₹ 20,000 - 36,000 /month",6 Months,5 Nov' 25,Nothing,Not Specified,"ATS, Effective Communication, Interpersonal skills, Labour laws, MS-Excel","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6065,9/21/2025 15:13,SEO & Email Marketing,Caarya,Work from home,Immediately,"₹ 4,000 - 8,000 /month",2 Months,15 Oct' 25,Nothing,1. Only candidates currently pursuing an graduation degree are eligible to apply,"Digital Marketing, Digital Marketing Tools, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Google Sheets, HubSpot, Mailchimp","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6066,9/21/2025 15:01,AI Automation & No-Code Engineer (Remote),"Holy Pathways (Brampton, Canada)",Work from home,Not Available,"₹ 6,000 - 11,000 /month",4 Months,Not Available,Nothing,Not Specified,Not Available,Not Available
2025WSHP6067,9/27/2025 20:40,AI Agent Development,Gigin Technologies Private Limited,Bangalore,Immediately,"₹ 20,000 - 30,000 /month",6 Months,3 Oct' 25,Nothing,"1. Pursuing or recently completed a degree in computer science, artificial intelligence, data science, or a related field.","ChatGPT, Hugging Face, LangChain, LLMOps, Natural Language Processing (NLP), Python","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP6068,9/27/2025 22:39,Human Resources (HR),Transformatrix Global Private Limited,Mumbai,Immediately,"₹ 5,000 - 8,000 /month",3 Months,22 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation"
2025WSHP6069,9/27/2025 20:55,Business Development (Sales),Raunak Kapoor,Delhi,Immediately,"₹ 10,000 - 12,000 /month",3 Months,9 Oct' 25,Nothing,Not Specified,"Effective Communication, English Proficiency (Spoken), Interpersonal skills, MS-Excel","Certificate, Flexible, 5 Days A Week"
2025WSHP6070,9/21/2025 16:13,Lead Generation,Brandhigh.co,Work from home,Immediately,"₹ 3,000 - 5,000 /month",2 Months,Not Available,Nothing,Not Specified,English Proficiency (Spoken),Certificate
2025WSHP6071,9/27/2025 21:57,Event Management,EduAce Services,Agartala,Immediately,"₹ 5,000 - 7,000 /month",3 Months,2 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), Event Management, MS-Excel","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6072,9/27/2025 22:25,Order Processing,Ergode IT Services Private Limited,Mumbai,Immediately,"₹ 6,000 - 10,000 /month",6 Months,22 Oct' 25,Nothing,Not Specified,"Customer Support, E-commerce, Email Management, Invoice Processing, Order Management","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6073,9/27/2025 20:47,Incubation Project - Udaan,Myntra,Bangalore,Not Available,Not Available,3 weeks ago,22 Oct' 25,Nothing,1. Educational background: Graduate degree is mandatory; B.Tech or MBA preferred.,"Branding, Grievance Handling, Key Account Management, Operations, Performance Monitoring, Report Generation, Retail Management",Not Available
2025WSHP6074,9/21/2025 15:41,Customer Support,APEX ENGINEERING,Work from home,Immediately,"₹ 15,000 /month",2 Months,5 Oct' 25,Nothing,Not Specified,"Attention to Detail, Collaboration, Effective Communication, Email Management, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Hindi Proficiency (Spoken)","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6075,9/21/2025 15:25,Pre Sales,Chirpn IT Solutions,Work from home,Immediately,"₹ 6,000 /month",6 Months,11 Oct' 25,Nothing,1. Should have completed an MBA,"Client Relationship Management (CRM), HubSpot, MS-Office, MS-PowerPoint, Presentation skills, Report Writing, Salesforce","Certificate, 5 Days A Week"
2025WSHP6076,9/27/2025 22:29,Shoe Designer,The Souled Store,Mumbai,Immediately,"₹ 10,000 - 10,001 /month",3 Months,2 Oct' 25,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, CorelDRAW","Certificate, Flexible, 5 Days A Week"
2025WSHP6077,9/21/2025 16:07,Brand Partnership,Hypetrics,Work from home,Immediately,"₹ 2,000 /month",3 Months,Not Available,Nothing,1. Candidate must have completed their bachelor's degree in any stream. (BMM highly preferred),"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills","Certificate, 5 Days A Week"
2025WSHP6078,9/21/2025 15:25,MIS - Google Sheets And Excel Expert,Saraswati Vidyamandir,Work from home,Immediately,"₹ 3,000 - 7,000 /month",3 Months,11 Oct' 25,Nothing,1. Create and maintain spreadsheets for student records and attendance tracking.,"Google Sheets, JavaScript, MS-Excel","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6079,9/27/2025 21:54,Social Media Marketing,Rosier Foods Private Limited,Ghaziabad,Immediately,"₹ 10,000 - 20,000 /month",6 Months,4 Oct' 25,Nothing,Not Specified,"Creative Writing, Digital Marketing, English Proficiency (Written), Social Media Marketing",Not Available
2025WSHP6080,9/27/2025 21:03,Full Stack Development,Imarticus Learning Private Limited,Noida,Immediately,"₹ 15,000 - 25,000 /month",6 Months,25 Oct' 25,Nothing,Not Specified,"CSS, HTML, JavaScript, MongoDB, Node.js, React","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6081,9/21/2025 16:08,Digital Marketing Analytics,GreenDumbells,Work from home,Immediately,"₹ 3,000 - 7,000 /month",1 Month,Not Available,Nothing,Not Specified,"Facebook Ads, Google Analytics, Google Keyword Planner, Google Search Console, Google Tag Manager, MS-Excel, Search Engine Optimization (SEO), WordPress","Certificate, Letter Of Recommendation"
2025WSHP6082,9/27/2025 20:43,Branding & Digital Marketing,OM Bhakti Samagri Kreations Private Limited,Bangalore,Immediately,"₹ 15,000 - 20,000 /month",6 Months,Not Available,Nothing,1. Should have completed (or last semester in) MBA or BBA in Marketing,"Branding, Digital Marketing, Marketing",Certificate
2025WSHP6083,9/27/2025 20:53,Campus Ambassador,JK Shah Classes,Ahmedabad,Immediately,Not Available,2 Months,23 Oct' 25,Nothing,"1. ACCA Awareness & Outreach: Identify and connect with commerce and undergraduate students (B.Com, BAF, BMS, etc.) across your campus and network who may be interested in global accounting careers, introducing them to the ACCA course offered by JK Shah Classes.","Client Relationship, Effective Communication, English Proficiency (Spoken), Marketing, Negotiation, Problem Solving","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6084,9/21/2025 14:44,Front Desk Associate,Shalom Backpackers Hostel Private Limited,Udaipur,Immediately,"₹ 6,000 - 8,000 /month",1 Month,Not Available,Nothing,Not Specified,"Effective Communication, MS-Excel",Certificate
2025WSHP6085,9/21/2025 16:16,Animation,Gopika Mahesh,Work from home,Immediately,"₹ 4,000 - 8,000 /month",1 Month,8 Oct' 25,Nothing,Not Specified,"2D Animation, Adobe Premiere Pro, Animation","Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6086,9/21/2025 16:01,Investment Pitch Deck Making (VCs & Angels),X1 Race LLP,Work from home,Immediately,"₹ 15,000 - 25,000 /month",2 Months,Not Available,Nothing,Not Specified,"Canva, Financial Modeling, Market Analysis, Market research","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6087,9/27/2025 20:44,Corporate Sales,BNM Business Solutions LLP,Navi Mumbai,Immediately,"₹ 15,000 /month",3 Months,Not Available,Nothing,Not Specified,"Client Relationship Management (CRM), Sales Strategy, Sales Support",Certificate
2025WSHP6088,9/27/2025 23:15,Experience Partners (Sales),Cars24 Services Private Limited,Chennai,Immediately,"₹ 10,000 - 20,000 /month",3 Months,22 Oct' 25,Nothing,2. Students or recent graduates looking to gain practical exposure in the sales industry. Comfortable working weekends (Saturday & Sunday).,"Client Interaction, Effective Communication, Presentation skills, Problem Solving, Sales","Certificate, Letter Of Recommendation"
2025WSHP6089,9/21/2025 15:16,Online Entrepreneurship (US Curriculum) Tutoring,Narigiri's Connect To Universe Private Limited,Work from home,Immediately,"₹ 1,000 - 8,000 /month",6 Months,15 Oct' 25,Nothing,2. Create engaging lesson plans and materials tailored to each student's learning style and goals.,Entrepreneurship,"Certificate, Flexible"
2025WSHP6090,9/27/2025 22:30,Founders Office,Simit Bhagat Studios,Mumbai,Immediately,"₹ 9,000 - 10,000 /month",3 Months,25 Oct' 25,Nothing,"1. A bachelor's or master's degree in business administration, marketing, or a related field.","Canva, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Office","Certificate, Letter Of Recommendation, 5 Days A Week"
2025WSHP6091,9/27/2025 21:04,Digital Marketing,RISE REALTY,Noida,Immediately,"₹ 10,000 - 15,000 /month",6 Months,25 Oct' 25,Nothing,Not Specified,"Digital Marketing, Instagram Marketing, Social Media Marketing",Certificate
2025WSHP6092,9/27/2025 21:05,Event Management,DeeYin Corporation,Delhi,Immediately,"₹ 10,000 /month",3 Months,24 Oct' 25,Nothing,Not Specified,"Canva, English Proficiency (Spoken), Event Management, Sales","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6093,9/27/2025 22:49,ReactJS Development,Tax-O-Smart LLP,Mumbai,Immediately,"₹ 8,000 - 12,000 /month",6 Months,16 Oct' 25,Nothing,"4. Apply advanced React.js concepts such as React Hooks (useState, useEffect, useContext, useMemo, useCallback, custom hooks), Context API, and state management.",React,Certificate
2025WSHP6094,9/27/2025 22:08,Associate - Client Service,McKinsey & Company,Gurgaon,Not Available,Not Available,2 Months,27 Oct' 25,Nothing,"1. Educational background: Enrolled in an advanced graduate degree program (e.g., MBA, PhD); requirements may vary by location or practice.","Data Analysis, Decision making, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-PowerPoint, Time Management",Mentorship
2025WSHP6095,9/21/2025 16:16,Digital Marketing,OneMetrik,Work from home,Immediately,"₹ 10,000 /month",6 Months,7 Oct' 25,Nothing,"1. Students pursuing Marketing, Business, Communications, or related fields.","Canva, ChatGPT, Claude, Content Marketing, Data Analytics, Digital Marketing, Email Marketing, Gemini","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6096,9/27/2025 20:53,YouTube Marketing,Gigde Global Solutions Private Limited,Delhi,Immediately,"₹ 15,000 - 25,000 /month",6 Months,22 Oct' 25,Nothing,Not Specified,YouTube Ads,"Certificate, Letter Of Recommendation"
2025WSHP6097,9/21/2025 15:25,Zbrush Specialist,3D Spot,Work from home,Immediately,"₹ 8,000 - 10,000 /month",3 Months,11 Oct' 25,Nothing,Not Specified,ZBrush,"Certificate, Flexible, 5 Days A Week"
2025WSHP6098,9/27/2025 22:10,Business Development (Sales),Visys Cloud Technologies India Private Limited,Hyderabad,Immediately,"₹ 13,000 - 17,000 /month",3 Months,10 Oct' 25,Nothing,Not Specified,"Customer Acquisition, English Proficiency (Spoken), Hindi Proficiency (Spoken), Inside Sales, Market Analysis, Marketing, Sales, Sales Management","Certificate, Letter Of Recommendation"
2025WSHP6099,9/21/2025 15:00,Business Development (Sales),GennexPioneer,Work from home,Immediately,"₹ 3,000 - 5,000 /month",2 Months,17 Oct' 25,Nothing,Not Specified,"Cold Calling, Email Marketing, Lead Generation, Sales","Certificate, Letter Of Recommendation"
2025WSHP6100,9/21/2025 16:02,Content Creator,GoBazzinga,Work from home,Immediately,"₹ 5,500 - 15,000 /month",3 Months,Not Available,Nothing,Not Specified,"Content Editing, Content Management, Content Marketing, Video Making, Video Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6101,9/27/2025 22:54,Business Development (Sales),Rasheed Foundation,Navi Mumbai,Immediately,"₹ 2,000 - 10,000 /month",6 Months,10 Oct' 25,Nothing,"4. are from Navi Mumbai, Mumbai, Vashi only","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Marketing, Sales Strategy, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation"
2025WSHP6102,9/21/2025 15:25,Full Stack Development,Cogent Web Services,Work from home,Immediately,"₹ 10,000 /month",3 Months,11 Oct' 25,Nothing,Not Specified,"Flutter, Node.js, React","Certificate, Letter Of Recommendation"
2025WSHP6103,9/27/2025 22:10,Marketing,Visys Cloud Technologies India Private Limited,Hyderabad,Immediately,"₹ 6,000 - 20,000 /month",3 Months,8 Oct' 25,Nothing,"1. Pursuing or recently completed a degree in Marketing, Business Administration, or related fields.","Business Development, Customer Acquisition, Hindi Proficiency (Spoken), Inside Sales, Lead Generation, Prospecting","Certificate, Mentorship"
2025WSHP6104,9/28/2025 10:02,Sales and Marketing,MiCafila,Pune,Immediately,"₹ 10,000 - 20,000 /month",3 Months,3 Oct' 25,Nothing,Not Specified,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Marathi Proficiency(Spoken), Marketing, MS-Excel, Sales","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6105,9/21/2025 15:38,Influencer Marketing & Outreach (social Media),Mahadev Kadam,Work from home,Immediately,"₹ 8,000 /month",6 Months,8 Oct' 25,Nothing,Not Specified,"Effective Communication, Google Sheets, Organizational Development, Time Management",Not Available
2025WSHP6106,9/27/2025 20:39,Product Analytics,Scaler,Bangalore,Immediately,"₹ 30,000 - 35,000 /month",6 Months,3 Oct' 25,Nothing,Not Specified,"Power BI, Python, SQL","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025WSHP6107,9/27/2025 23:05,Interior Design,Spaces & Places,Mumbai,Immediately,"₹ 9,000 - 10,000 /month",3 Months,2 Oct' 25,Nothing,1. Pursuing or recently completed a degree/diploma in interior design or architecture.,"AutoCAD, Autodesk 3ds Max, Google SketchUp",Not Available
2025WSHP6108,9/21/2025 15:30,Video Editing/Making,Quizzy,Work from home,Immediately,"₹ 7,500 /month",3 Months,10 Oct' 25,Nothing,Not Specified,"Adobe After Effects, Adobe Premiere Pro, Video Editing",Certificate
2025WSHP6109,9/27/2025 22:12,Frontend Developer,Primetrade.ai,Chennai,Immediately,"₹ 20,000 /month",6 Months,22 Oct' 25,Nothing,Not Specified,"Backend development, Frontend development, Python",Certificate
2025WSHP6110,9/21/2025 14:42,Search Engine Optimization (SEO),Ace Web Experts,Jaipur,Immediately,"₹ 5,000 - 8,000 /month",6 Months,3 Oct' 25,Nothing,Not Specified,"Digital Marketing, Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation"
2025WSHP6111,9/27/2025 21:41,Customer Service/Customer Support,Hungama Digital Media Entertainment Private Limited,Noida,Immediately,"₹ 15,000 /month",6 Months,10 Oct' 25,Nothing,Not Specified,Effective Communication,"Certificate, 5 Days A Week"
